,url,brand,model,version,year,km,price
1201,/clasificados/usados/chevrolet/aveo/paq-g/17691018,Chevrolet,Aveo,Paq G,2011,124000 km,76000
1202,/clasificados/usados/ford/focus/ambiente/17798824,Ford,Focus,Ambiente,2010,112000 km,77000
1203,/clasificados/usados/nissan/tiida-hb/emotion/17779516,Nissan,Tiida HB,Emotion,2010,156000 km,78000
1204,/clasificados/usados/volkswagen/gol/gt/17794870,Volkswagen,Gol,GT,2011,161000 km,78000
1205,/clasificados/usados/renault/scala/expression-aut/17692807,Renault,Scala,Expression Aut,2011,135400 km,78000
1206,/clasificados/usados/renault/sandero/dynamique-aut/17879019,Renault,Sandero,Dynamique Aut,2011,66000 km,79000
1207,/clasificados/usados/chevrolet/aveo/lt-bolsas-de-aire-y-abs-aut-(nuevo)/17865249,Chevrolet,Aveo,LT Bolsas de Aire y ABS Aut (Nuevo),2010,83000 km,79000
1208,/clasificados/usados/chevrolet/aveo/ls/17818336,Chevrolet,Aveo,LS,2011,98000 km,79000
1209,/clasificados/usados/chevrolet/aveo/paq-e/17759378,Chevrolet,Aveo,Paq E,2011,115000 km,79000
1210,/clasificados/usados/ford/focus/sport-aut/17732365,Ford,Focus,Sport Aut,2010,134300 km,79000
1211,/clasificados/usados/chevrolet/aveo/lt/17679002,Chevrolet,Aveo,LT,2011,116000 km,79000
1212,/clasificados/usados/nissan/tiida-sedan/emotion-aut/17859002,Nissan,Tiida Sedan,Emotion Aut,2011,170000 km,79500
1213,/clasificados/usados/renault/scala/dynamique-aut/17826163,Renault,Scala,Dynamique Aut,2011,70000 km,79500
1214,/clasificados/usados/nissan/tiida-sedan/comfort-ac/17804205,Nissan,Tiida Sedan,Comfort Ac,2011,78000 km,79800
1215,/clasificados/usados/nissan/tiida-sedan/comfort-aut-ac/17827925,Nissan,Tiida Sedan,Comfort Aut Ac,2011,90000 km,80000
1216,/clasificados/usados/chevrolet/aveo/ls-aa-radio-y-bolsas-de-aire-(nuevo)/17722846,Chevrolet,Aveo,LS Aa Radio y Bolsas de Aire (Nuevo),2011,105000 km,80000
1217,/clasificados/usados/ford/fusion/s-aut/17705225,Ford,Fusion,S Aut,2010,140000 km,80000
1218,/clasificados/usados/volkswagen/gol-sedan/trendline-ac/17836091,Volkswagen,Gol Sedán,Trendline Ac,2011,140000 km,82000
1219,/clasificados/usados/renault/sandero/expression/17812070,Renault,Sandero,Expression,2011,95000 km,82000
1220,/clasificados/usados/ford/focus/ambiente-aut/17803839,Ford,Focus,Ambiente Aut,2010,143400 km,82000
1221,/clasificados/usados/ford/focus-hatchback/sport/17858553,Ford,Focus Hatchback,Sport,2010,130000 km,82500
1222,/clasificados/usados/nissan/tiida-sedan/custom-ac/17831411,Nissan,Tiida Sedan,Custom Ac,2011,93500 km,82500
1223,/clasificados/usados/nissan/tiida-sedan/comfort-ac/17851625,Nissan,Tiida Sedan,Comfort Ac,2011,104000 km,83000
1224,/clasificados/usados/chevrolet/optra/20l-d/17730826,Chevrolet,Optra,2.0L D,2010,114000 km,83000
1225,/clasificados/usados/nissan/tiida-sedan/comfort/17696704,Nissan,Tiida Sedan,Comfort,2011,94000 km,83000
1226,/clasificados/usados/renault/fluence/dynamique/17823003,Renault,Fluence,Dynamique,2011,115000 km,84000
1227,/clasificados/usados/seat/ibiza/20l-reference-5p/17811446,SEAT,Ibiza,2.0L Reference 5P ,2010,158000 km,84449
1228,/clasificados/usados/ford/fiesta-hatchback/ses/17876235,Ford,Fiesta Hatchback,SES,2011,105000 km,85000
1229,/clasificados/usados/renault/scala/dynamique-aut/17877052,Renault,Scala,Dynamique Aut,2011,89000 km,85000
1230,/clasificados/usados/nissan/tiida-sedan/custom-ac/17865213,Nissan,Tiida Sedan,Custom Ac,2011,121000 km,85000
1231,/clasificados/usados/toyota/corolla/ce-18l/17826432,Toyota,Corolla,CE 1.8L,2011,140200 km,85000
1232,/clasificados/usados/renault/fluence/expression/17836248,Renault,Fluence,Expression,2011,94000 km,85000
1233,/clasificados/usados/nissan/tsuru/austero/17814295,Nissan,Tsuru,austero,2010,160000 km,85000
1234,/clasificados/usados/nissan/tiida-sedan/custom-aut-ac/17815888,Nissan,Tiida Sedan,Custom Aut Ac,2011,80500 km,85000
1235,/clasificados/usados/peugeot/207/5p-active/17732009,Peugeot,207,5P Active,2011,70000 km,85000
1236,/clasificados/usados/dodge/attitude/gl-16l-aut/17698301,Dodge,Attitude,GL 1.6L Aut,2011,94000 km,85000
1237,/clasificados/usados/dodge/avenger/se-24l-aut/17677580,Dodge,Avenger,SE 2.4L Aut,2010,124000 km,85000
1238,/clasificados/usados/chevrolet/optra/20l-a/17877281,Chevrolet,Optra,2.0L A,2010,91000 km,86000
1239,/clasificados/usados/nissan/tiida-sedan/custom-ac/17870237,Nissan,Tiida Sedan,Custom Ac,2011,118900 km,87000
1240,/clasificados/usados/chevrolet/aveo/ltz-aut/17827329,Chevrolet,Aveo,LTZ Aut,2011,76100 km,87000
1241,/clasificados/usados/renault/stepway/dynamique/17822415,Renault,Stepway,Dynamique,2011,95000 km,87000
1242,/clasificados/usados/volkswagen/clasico/cl-ac/17816594,Volkswagen,Clásico,CL Ac,2011,170000 km,87000
1243,/clasificados/usados/mazda/3-sedan/i/17804099,Mazda,3 Sedan,i,2011,150000 km,87000
1244,/clasificados/usados/nissan/sentra/custom/17762204,Nissan,Sentra,Custom,2010,93000 km,87000
1245,/clasificados/usados/nissan/sentra/custom-cvt-xtronic/17758235,Nissan,Sentra,Custom CVT Xtronic,2011,139000 km,87000
1246,/clasificados/usados/renault/fluence/authentique/17749183,Renault,Fluence,Authentique,2011,130000 km,87000
1247,/clasificados/usados/dodge/avenger/sxt-24l-aut/17693501,Dodge,Avenger,SXT 2.4L Aut,2011,98000 km,87000
1248,/clasificados/usados/ford/fusion/s-aut/17686582,Ford,Fusion,S Aut,2010,100000 km,87000
1249,/clasificados/usados/ford/focus/sport/17833162,Ford,Focus,Sport,2010,74000 km,88000
1250,/clasificados/usados/ford/focus/sport/17831563,Ford,Focus,Sport,2010,71000 km,88000
1251,/clasificados/usados/volkswagen/bora/25l-style-active/17844001,Volkswagen,Bora,2.5L Style Active,2010,85000 km,88500
1252,/clasificados/usados/chevrolet/aveo/ls/17842797,Chevrolet,Aveo,LS,2011,62016 km,89000
1253,/clasificados/usados/chevrolet/cruze/paq-m/17730788,Chevrolet,Cruze,Paq M,2010,250000 km,89000
1254,/clasificados/usados/suzuki/swift/15l-edicion-aniversario/17717704,Suzuki,Swift,1.5L Edición Aniversario,2010,120000 km,89000
1255,/clasificados/usados/chevrolet/cruze/paq-a/17694466,Chevrolet,Cruze,Paq A,2010,115000 km,89000
1256,/clasificados/usados/nissan/tiida-sedan/comfort/17693153,Nissan,Tiida Sedan,Comfort,2011,156000 km,89000
1257,/clasificados/usados/volkswagen/clasico/europa-20-ac/17729494,Volkswagen,Clásico,Europa 2.0 Ac,2010,145550 km,89500
1258,/clasificados/usados/nissan/tiida-sedan/comfort-ac/17845262,Nissan,Tiida Sedan,Comfort Ac,2011,165000 km,89999
1259,/clasificados/usados/nissan/tiida-sedan/custom-aut/17822277,Nissan,Tiida Sedan,Custom Aut,2010,76000 km,90000
1260,/clasificados/usados/seat/ibiza/20l-reference-5p/17802617,SEAT,Ibiza,2.0L Reference 5P ,2010,117500 km,90000
1261,/clasificados/usados/nissan/sentra/custom/17694701,Nissan,Sentra,Custom,2011,81500 km,90000
1262,/clasificados/usados/nissan/sentra/custom/17696053,Nissan,Sentra,Custom,2011,110000 km,90000
1263,/clasificados/usados/chevrolet/cruze/paq-m/17691232,Chevrolet,Cruze,Paq M,2011,130000 km,90000
1264,/clasificados/usados/renault/stepway/dynamique/17686803,Renault,Stepway,Dynamique,2011,100200 km,90000
1265,/clasificados/usados/nissan/tiida-sedan/emotion/17762176,Nissan,Tiida Sedan,Emotion,2010,122000 km,92000
1266,/clasificados/usados/nissan/tiida-sedan/custom-ac/17761528,Nissan,Tiida Sedan,Custom Ac,2011,77000 km,92000
1267,/clasificados/usados/fiat/linea/dynamique-14-t/17805050,Fiat,Linea,Dynamique 1.4 T,2011,90200 km,93000
1268,/clasificados/usados/nissan/tiida-sedan/emotion/17706415,Nissan,Tiida Sedan,Emotion,2010,137000 km,93000
1269,/clasificados/usados/seat/ibiza/20l-reference-5p/17695278,SEAT,Ibiza,2.0L Reference 5P ,2010,80000 km,93000
1270,/clasificados/usados/suzuki/swift/14l/17876393,Suzuki,Swift,1.4L,2010,118400 km,94000
1271,/clasificados/usados/chevrolet/cruze/ls-aut/17870017,Chevrolet,Cruze,LS Aut,2010,102000 km,94500
1272,/clasificados/usados/ford/focus/sport-aut/17881167,Ford,Focus,Sport Aut,2011,87000 km,94500
1273,/clasificados/usados/volkswagen/clasico/sport-tiptronic/17837874,Volkswagen,Clásico,Sport Tiptronic,2011,188000 km,94500
1274,/clasificados/usados/toyota/corolla/xrs-24l/17696663,Toyota,Corolla,XRS 2.4L,2010,84523 km,94500
1275,/clasificados/usados/seat/ibiza-coupe/style-16l/17864993,SEAT,Ibiza Coupé,Style 1.6L,2010,120000 km,95000
1276,/clasificados/usados/mitsubishi/lancer/gts-cvt/17863253,Mitsubishi,Lancer,GTS CVT,2010,127000 km,95000
1277,/clasificados/usados/volkswagen/bora/25l-style-active-tiptronic/17845431,Volkswagen,Bora,2.5L Style Active Tiptronic,2010,149 km,95000
1278,/clasificados/usados/volkswagen/bora/25l-style/17852165,Volkswagen,Bora,2.5L Style,2010,90000 km,95000
1279,/clasificados/usados/volkswagen/beetle/gls-20/17724691,Volkswagen,Beetle,GLS 2.0 ,2010,196000 km,95000
1280,/clasificados/usados/volkswagen/clasico/cl-team-tiptronic/17715613,Volkswagen,Clásico,CL Team Tiptronic,2011,84000 km,95000
1281,/clasificados/usados/nissan/sentra/emotion-cvt-xtronic/17733660,Nissan,Sentra,Emotion CVT Xtronic,2011,90000 km,95000
1282,/clasificados/usados/seat/ibiza/fr-3p/17706099,SEAT,Ibiza,FR 3P ,2010,105000 km,95000
1283,/clasificados/usados/volkswagen/jetta/jetta/17692688,Volkswagen,Jetta,Jetta,2011,97000 km,95000
1284,/clasificados/usados/suzuki/swift/15l-edicion-aniversario/17756144,Suzuki,Swift,1.5L Edición Aniversario,2011,1000 km,95300
1285,/clasificados/usados/chevrolet/cruze/paq-c/17698572,Chevrolet,Cruze,Paq C,2010,50000 km,95500
1286,/clasificados/usados/mitsubishi/lancer/es-aut/17688521,Mitsubishi,Lancer,ES Aut,2011,76900 km,95900
1287,/clasificados/usados/nissan/tiida-sedan/comfort/17818575,Nissan,Tiida Sedan,Comfort,2011,66000 km,96000
1288,/clasificados/usados/volkswagen/clasico/standar-20/17706241,Volkswagen,Clásico,Standar 2.0,2010,135000 km,96500
1289,/clasificados/usados/volkswagen/jetta/cl/17693792,Volkswagen,Jetta,CL,2011,170000 km,96500
1290,/clasificados/usados/ford/fusion/se-aut/17864635,Ford,Fusion,SE Aut,2011,184000 km,97000
1291,/clasificados/usados/chevrolet/malibu/lt/17819233,Chevrolet,Malibú,LT,2011,152000 km,97000
1292,/clasificados/usados/mazda/3-sedan/s/17810027,Mazda,3 Sedan,s,2010,92400 km,97000
1293,/clasificados/usados/volkswagen/jetta/europa-20-ac-aut/17693810,Volkswagen,Jetta,Europa 2.0 Ac Aut,2010,86000 km,97000
1294,/clasificados/usados/chrysler/cirrus/24l-limited/17867075,Chrysler,Cirrus,2.4L Limited,2010,120000 km,98000
1295,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17797396,Mazda,3 Sedan,i 2.0L Touring Aut,2010,94000 km,98000
1296,/clasificados/usados/chevrolet/cruze/ltz-aut/17705217,Chevrolet,Cruze,LTZ Aut,2010,95000 km,98000
1297,/clasificados/usados/nissan/sentra/custom-cvt-xtronic/17705317,Nissan,Sentra,Custom CVT Xtronic,2010,116000 km,98000
1298,/clasificados/usados/volkswagen/clasico/cl-ac/17698474,Volkswagen,Clásico,CL Ac,2011,61100 km,98000
1299,/clasificados/usados/ford/fiesta-sedan/se-aut/17696069,Ford,Fiesta Sedán,SE Aut,2011,94000 km,98000
1300,/clasificados/usados/volkswagen/clasico/standar-20/17754985,Volkswagen,Clásico,Standar 2.0,2011,115000 km,98500
1301,/clasificados/usados/dodge/attitude/gls-14l-premium-mtx/17716422,Dodge,Attitude,GLS 1.4L Premium MTX ,2011,77500 km,98700
1302,/clasificados/usados/seat/ibiza/sport-20l-3p/17696303,SEAT,Ibiza,Sport 2.0L 3P ,2010,96000 km,98900
1303,/clasificados/usados/ford/focus/4p-sedan-sport-5vel/17873145,Ford,Focus,4p Sedan Sport 5vel,2010,170000 km,99000
1304,/clasificados/usados/dodge/attitude/4p-gl-aut-16l/17871064,Dodge,Attitude,4p GL aut 1.6L,2011,100000 km,99000
1305,/clasificados/usados/ford/fusion/se-aut/17869344,Ford,Fusion,SE Aut,2010,118000 km,99000
1306,/clasificados/usados/nissan/tiida-sedan/custom-aut-ac/17720778,Nissan,Tiida Sedan,Custom Aut Ac,2011,74000 km,99000
1307,/clasificados/usados/seat/ibiza/20l-reference-5p/17716160,SEAT,Ibiza,2.0L Reference 5P ,2010,204000 km,99000
1308,/clasificados/usados/nissan/tiida-sedan/advance/17704310,Nissan,Tiida Sedan,Advance,2011,36000 km,99000
1309,/clasificados/usados/nissan/tiida-sedan/emotion-aut/17680243,Nissan,Tiida Sedan,Emotion Aut,2011,86000 km,99000
1310,/clasificados/usados/seat/leon/style-14t-125-hp/17863823,SEAT,Leon,Style 1.4T 125 HP,2011,142000 km,99500
1311,/clasificados/usados/nissan/tiida-sedan/emotion-aut/17695617,Nissan,Tiida Sedan,Emotion Aut,2011,78392 km,99999
1312,/clasificados/usados/nissan/sentra/4p-custom-l4-2l-140-cp-man/17871162,Nissan,Sentra,4P CUSTOM L4 2L 140 CP MAN,2010,140940 km,100000
1313,/clasificados/usados/nissan/tiida-sedan/4p-custom-at-aac-cd/17872578,Nissan,Tiida Sedan,4P CUSTOM AT A/AC. CD,2010,88300 km,100000
1314,/clasificados/usados/chevrolet/cruze/ls-aut/17872528,Chevrolet,Cruze,LS Aut,2011,73000 km,100000
1315,/clasificados/usados/ford/ikon/4p-5vel-dh-first/17867576,Ford,Ikon,4p 5vel d/h First,2011,49293 km,100000
1316,/clasificados/usados/mazda/3-sedan/i-touring/17890894,Mazda,3 Sedan,i Touring,2010,152000 km,100000
1317,/clasificados/usados/nissan/sentra/emotion/17864123,Nissan,Sentra,Emotion,2010,150000 km,100000
1318,/clasificados/usados/honda/civic/ex-18l/17805808,Honda,Civic,EX 1.8L,2010,110000 km,100000
1319,/clasificados/usados/nissan/sentra/emotion-cvt-xtronic/17810094,Nissan,Sentra,Emotion CVT Xtronic,2011,64000 km,100000
1320,/clasificados/usados/renault/fluence/expression/17811130,Renault,Fluence,Expression,2011,153000 km,100000
1321,/clasificados/usados/chrysler/cirrus/35l-limited/17806493,Chrysler,Cirrus,3.5L Limited,2010,67500 km,100000
1322,/clasificados/usados/volkswagen/beetle/gls-20/17816560,Volkswagen,Beetle,GLS 2.0 ,2010,114000 km,100000
1323,/clasificados/usados/mazda/3-hatchback/s/17750597,Mazda,3 Hatchback,s,2010,116 km,100000
1324,/clasificados/usados/renault/koleos/dynamique-4x4/17755760,Renault,Koleos,Dynamique 4x4,2010,145000 km,100000
1325,/clasificados/usados/volkswagen/clasico/europa-20-ac/17732312,Volkswagen,Clásico,Europa 2.0 Ac,2010,130000 km,100000
1326,/clasificados/usados/chevrolet/cruze/lt-tela-aut/17715539,Chevrolet,Cruze,LT Tela Aut,2011,143000 km,100000
1327,/clasificados/usados/ford/focus/sport/17718646,Ford,Focus,Sport,2010,107000 km,100000
1328,/clasificados/usados/mazda/3-sedan/i/17707057,Mazda,3 Sedan,i,2010,93658 km,100000
1329,/clasificados/usados/ford/focus/sport-aut/17687526,Ford,Focus,Sport Aut,2010,78250 km,100000
1330,/clasificados/usados/mazda/3-sedan/i-aut/17804835,Mazda,3 Sedan,i Aut,2011,165000 km,101500
1331,/clasificados/usados/volkswagen/clasico/sport-tiptronic/17863582,Volkswagen,Clásico,Sport Tiptronic,2011,117500 km,103000
1332,/clasificados/usados/jeep/compass/4x2-sport/17857254,Jeep,Compass,4x2 Sport,2010,165216 km,103000
1333,/clasificados/usados/nissan/sentra/se-r-spec-v/17694255,Nissan,Sentra,SE-R Spec V,2011,95000 km,104000
1334,/clasificados/usados/ford/fusion/s-aut/17790017,Ford,Fusion,S Aut,2010,840000 km,104998
1335,/clasificados/usados/chevrolet/cruze/4p-ls-at-cd-ra-16/17890784,Chevrolet,Cruze,4P LS AT CD RA-16,2010,120000 km,105000
1336,/clasificados/usados/dodge/journey/sxt-24l-5-pasajeros/17876598,Dodge,Journey,SXT 2.4L 5 Pasajeros,2010,108000 km,105000
1337,/clasificados/usados/ford/ecosport/4x2/17859097,Ford,Ecosport,4x2 ,2010,133000 km,105000
1338,/clasificados/usados/volkswagen/jetta/jetta/17853051,Volkswagen,Jetta,Jetta,2011,88000 km,105000
1339,/clasificados/usados/mazda/3-sedan/i-aut/17860429,Mazda,3 Sedan,i Aut,2010,110000 km,105000
1340,/clasificados/usados/ford/fiesta-sedan/s/17844811,Ford,Fiesta Sedán,S,2011,11000 km,105000
1341,/clasificados/usados/nissan/tiida-sedan/emotion/17857180,Nissan,Tiida Sedan,Emotion,2011,180000 km,105000
1342,/clasificados/usados/honda/civic/coupe-ex-18l-aut/17824645,Honda,Civic,Coupé EX 1.8L Aut,2010,125000 km,105000
1343,/clasificados/usados/ford/fusion/se-aut/17831413,Ford,Fusion,SE Aut,2010,130000 km,105000
1344,/clasificados/usados/volkswagen/beetle/gls-20-aut/17743864,Volkswagen,Beetle,GLS 2.0 Aut ,2010,81800 km,105000
1345,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17727584,Mazda,3 Sedan,i 2.0L Touring Aut,2010,105000 km,105000
1346,/clasificados/usados/renault/safrane/dynamique/17721468,Renault,Safrane,Dynamique,2011,230000 km,105000
1347,/clasificados/usados/renault/fluence/expression-cvt/17707531,Renault,Fluence,Expression CVT,2011,103000 km,105000
1348,/clasificados/usados/chevrolet/malibu/24l-paq-b/17704309,Chevrolet,Malibú,2.4L Paq B,2011,84000 km,105000
1349,/clasificados/usados/volkswagen/bora/25l-style-active/17700063,Volkswagen,Bora,2.5L Style Active,2010,108000 km,105000
1350,/clasificados/usados/seat/ibiza/sport--20l-5p/17692367,SEAT,Ibiza,Sport  2.0L 5P ,2010,113000 km,105000
1351,/clasificados/usados/ford/fusion/sel-v6/17692437,Ford,Fusion,SEL V6,2010,158000 km,105000
1352,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17679141,Mazda,3 Sedan,i 2.0L Touring Aut,2010,120000 km,106000
1353,/clasificados/usados/chevrolet/cruze/lt-piel-aut/17826084,Chevrolet,Cruze,LT Piel Aut,2011,92090 km,107000
1354,/clasificados/usados/renault/koleos/dynamique-4x4/17872778,Renault,Koleos,Dynamique 4x4,2010,125000 km,108000
1355,/clasificados/usados/mazda/3-sedan/s/17694003,Mazda,3 Sedan,s,2010,114000 km,108000
1356,/clasificados/usados/nissan/tiida-hb/emotion/17877866,Nissan,Tiida HB,Emotion,2011,131000 km,109000
1357,/clasificados/usados/nissan/sentra/emotion-cvt-xtronic/17859456,Nissan,Sentra,Emotion CVT Xtronic,2010,132000 km,109000
1358,/clasificados/usados/toyota/camry/le-24l/17724344,Toyota,Camry,LE 2.4L,2010,110000 km,109000
1359,/clasificados/usados/mitsubishi/lancer/es-cvt/17703909,Mitsubishi,Lancer,ES CVT,2011,79000 km,109000
1360,/clasificados/usados/seat/leon/18t-style-dsg/17701538,SEAT,Leon,1.8T Style DSG,2010,103000 km,109000
1361,/clasificados/usados/mitsubishi/lancer/es/17704238,Mitsubishi,Lancer,ES,2011,85000 km,109000
1362,/clasificados/usados/mitsubishi/lancer/es/17692652,Mitsubishi,Lancer,ES,2011,139500 km,109000
1363,/clasificados/usados/fiat/palio-adventure/st/17875914,Fiat,Palio Adventure,ST,2010,12500 km,109900
1364,/clasificados/usados/dodge/h-100/25l-pick-up-diesel/17876335,Dodge,H-100,2.5L Pick up Diesel ,2010,54000 km,109900
1365,/clasificados/usados/honda/city/4p-dat-ex-aut/17891914,Honda,City,4p DAT EX aut,2010,95661 km,110000
1366,/clasificados/usados/chevrolet/malibu/lt/17868810,Chevrolet,Malibú,LT,2011,158500 km,110000
1367,/clasificados/usados/volkswagen/beetle/sport-tiptronic/17862402,Volkswagen,Beetle,Sport Tiptronic,2010,86000 km,110000
1368,/clasificados/usados/chevrolet/captiva-sport/paq-d/17826244,Chevrolet,Captiva Sport,Paq D,2010,2010 km,110000
1369,/clasificados/usados/renault/safrane/le/17841252,Renault,Safrane,LE,2011,105000 km,110000
1370,/clasificados/usados/nissan/rogue/sl-cvt/17803935,Nissan,Rogue,SL CVT,2010,105000 km,110000
1371,/clasificados/usados/ford/fusion/se-v6/17750268,Ford,Fusion,SE V6,2010,152000 km,110000
1372,/clasificados/usados/volkswagen/jetta/trendline-tiptronic/17778666,Volkswagen,Jetta,Trendline Tiptronic,2010,60000 km,110000
1373,/clasificados/usados/volkswagen/beetle/gls-20-tiptronic/17750625,Volkswagen,Beetle,GLS 2.0 Tiptronic,2010,89700 km,110000
1374,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17720311,Mazda,3 Sedan,i 2.0L Touring Aut,2010,112300 km,110000
1375,/clasificados/usados/nissan/rogue/sl/17709329,Nissan,Rogue,SL,2010,136000 km,110000
1376,/clasificados/usados/mazda/3-sedan/i-grand-touring-aut/17703903,Mazda,3 Sedan,i Grand Touring Aut,2010,200000 km,110000
1377,/clasificados/usados/nissan/sentra/emotion-cvt-xtronic/17704793,Nissan,Sentra,Emotion CVT Xtronic,2010,79000 km,110000
1378,/clasificados/usados/nissan/sentra/elite-cvt-xtronic/17700017,Nissan,Sentra,Elite CVT Xtronic,2011,85000 km,110000
1379,/clasificados/usados/honda/city/lx-15l-aut/17694946,Honda,City,LX 1.5L Aut,2010,45000 km,110000
1380,/clasificados/usados/seat/ibiza/style-20l-5p/17686811,SEAT,Ibiza,Style 2.0L 5P ,2010,57048 km,110000
1381,/clasificados/usados/nissan/sentra/se/17694499,Nissan,Sentra,SE,2010,66000 km,110000
1382,/clasificados/usados/mazda/3-sedan/s-grand-touring-aut/17693476,Mazda,3 Sedan,s Grand Touring Aut,2010,96000 km,110000
1383,/clasificados/usados/suzuki/swift/15l/17687398,Suzuki,Swift,1.5L,2010,84000 km,110000
1384,/clasificados/usados/mitsubishi/lancer/gts-cvt-sun--sound/17862775,Mitsubishi,Lancer,GTS CVT Sun & Sound,2011,66000 km,112000
1385,/clasificados/usados/volkswagen/clasico/gl-team/17801216,Volkswagen,Clásico,GL Team,2011,101850 km,112000
1386,/clasificados/usados/mazda/3-sedan/i-touring-aut/17718786,Mazda,3 Sedan,i Touring Aut,2010,175000 km,112000
1387,/clasificados/usados/mazda/3-sedan/i-touring/17871223,Mazda,3 Sedan,i Touring,2011,105000 km,112500
1388,/clasificados/usados/mazda/3-sedan/i-touring/17744135,Mazda,3 Sedan,i Touring,2011,107491 km,113000
1389,/clasificados/usados/volkswagen/bora/25l-sport-tiptronic/17744095,Volkswagen,Bora,2.5L Sport Tiptronic,2010,97000 km,113500
1390,/clasificados/usados/mazda/3-hatchback/s--aut/17876102,Mazda,3 Hatchback,s  Aut,2011,111000 km,114000
1391,/clasificados/usados/nissan/altima/s-25l/17688252,Nissan,Altima,S 2.5L,2010,100 km,114000
1392,/clasificados/usados/nissan/240-sx/le/17691694,Nissan,240 SX,LE,2010,160100 km,6000
1393,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17860284,Mazda,3 Sedan,i 2.0L Touring Aut,2011,120000 km,115000
1394,/clasificados/usados/ford/escape/5p-xls-aut-tela-l4/17868892,Ford,Escape,5P XLS AUT TELA L4,2010,96294 km,115000
1395,/clasificados/usados/nissan/sentra/sr-aut/17877505,Nissan,Sentra,SR Aut,2011,95 km,115000
1396,/clasificados/usados/dodge/journey/5p-sxt-24l-aut-5-pasj/17890896,Dodge,Journey,5p SXT 2.4L aut 5 pasj,2010,160000 km,115000
1397,/clasificados/usados/honda/civic/coupe-ex-18l/17866968,Honda,Civic,Coupé EX 1.8L,2010,141000 km,115000
1398,/clasificados/usados/nissan/sentra/sr-aut/17804441,Nissan,Sentra,SR Aut,2011,95000 km,115000
1399,/clasificados/usados/chevrolet/captiva-sport/ls-piel/17880155,Chevrolet,Captiva Sport,LS Piel,2010,147000 km,115000
1400,/clasificados/usados/chevrolet/malibu/lt/17858397,Chevrolet,Malibú,LT,2011,158500 km,115000
1401,/clasificados/usados/volkswagen/bora/25l-sport-tiptronic/17849933,Volkswagen,Bora,2.5L Sport Tiptronic,2010,132000 km,115000
1402,/clasificados/usados/dodge/avenger/sxt-24l-aut-sport/17836274,Dodge,Avenger,SXT 2.4L Aut Sport,2011,123000 km,115000
1403,/clasificados/usados/renault/koleos/bose/17840277,Renault,Koleos,BOSE,2010,116000 km,115000
1404,/clasificados/usados/volkswagen/bora/25l-sport-tiptronic/17823895,Volkswagen,Bora,2.5L Sport Tiptronic,2010,102000 km,115000
1405,/clasificados/usados/volkswagen/bora/25l-style-active/17804075,Volkswagen,Bora,2.5L Style Active,2010,104000 km,115000
1406,/clasificados/usados/volkswagen/bora/25l-style-active/17797094,Volkswagen,Bora,2.5L Style Active,2010,120000 km,115000
1407,/clasificados/usados/mazda/3-sedan/i/17803371,Mazda,3 Sedan,i,2010,109000 km,115000
1408,/clasificados/usados/volkswagen/jetta/jetta/17802556,Volkswagen,Jetta,Jetta,2011,111 km,115000
1409,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17799964,Mazda,3 Sedan,i 2.0L Touring Aut,2011,110000 km,115000
1410,/clasificados/usados/mazda/3-sedan/i-sport/17752483,Mazda,3 Sedan,i Sport,2010,80 km,115000
1411,/clasificados/usados/chevrolet/malibu/lt/17705722,Chevrolet,Malibú,LT,2010,99000 km,115000
1412,/clasificados/usados/ford/fusion/se-v6/17703206,Ford,Fusion,SE V6,2010,82000 km,115000
1413,/clasificados/usados/mitsubishi/lancer/es-cvt/17699219,Mitsubishi,Lancer,ES CVT,2010,140000 km,115000
1414,/clasificados/usados/toyota/avanza/premium-aut/17687675,Toyota,Avanza,Premium Aut,2010,163585 km,115000
1415,/clasificados/usados/chevrolet/cruze/paq-m/17691046,Chevrolet,Cruze,Paq M,2011,125000 km,115000
1416,/clasificados/usados/volkswagen/bora/25l-style/17691737,Volkswagen,Bora,2.5L Style,2010,78000 km,115000
1417,/clasificados/usados/honda/civic/hibrido/17408130,Honda,Civic,Híbrido,2010,102500 km,115000
1418,/clasificados/usados/mazda/5/23l-sport-aut/17804794,Mazda,5,2.3L Sport Aut,2010,92300 km,116000
1419,/clasificados/usados/mazda/5/23l-sport-aut/17780101,Mazda,5,2.3L Sport Aut,2010,92300 km,116000
1420,/clasificados/usados/peugeot/3008/turbo/17743938,Peugeot,3008,Turbo,2011,73000 km,116000
1421,/clasificados/usados/mazda/3-sedan/s-aut/17876101,Mazda,3 Sedan,s Aut,2011,72500 km,117000
1422,/clasificados/usados/mazda/3-sedan/i-20l-touring-aut/17691662,Mazda,3 Sedan,i 2.0L Touring Aut,2011,93000 km,117000
1423,/clasificados/usados/volkswagen/bora/25l-sport-tiptronic/17691843,Volkswagen,Bora,2.5L Sport Tiptronic,2010,93800 km,117000
1424,/clasificados/usados/ford/escape/xls/17825120,Ford,Escape,XLS,2011,11400 km,117500
