,url,brand,model,version,year,km,price
2884,/clasificados/usados/toyota/highlander/le/17803970,toyota,highlander,le,2013,85000,225000
2885,/clasificados/usados/audi/a4/20l-t-luxury/17746634,audi,a4,2.0l t luxury,2013,113035,225000
2886,/clasificados/usados/mercedes-benz/clase-c/200-cgi-exclusive-aut/17720015,mercedes benz,clase c,200 cgi exclusive aut,2013,92000,225000
2887,/clasificados/usados/ford/edge/5p-limited-aut-35l-v6-piel-qc/17731425,ford,edge,5p limited aut 3.5l v6 piel q/c,2013,69200,225000
2888,/clasificados/usados/ford/edge/limited/17726521,ford,edge,limited,2013,81445,225000
2889,/clasificados/usados/bmw/x1/xdrive-20ia-top/17739646,bmw,x1,xdrive 20ia top,2012,75000,225000
2890,/clasificados/usados/dodge/charger/police/17722119,dodge,charger,police,2012,87000,225000
2891,/clasificados/usados/mercedes-benz/clase-c/200-cgi-sport-aut/17726367,mercedes benz,clase c,200 cgi sport aut,2013,106000,225000
2892,/clasificados/usados/bmw/x1/sdrive-20ia-sport-line/17698526,bmw,x1,sdrive 20ia sport line,2013,43000,225000
2893,/clasificados/usados/ford/transit/diesel-chasis-mediana/17697090,ford,transit,diesel chasis mediana,2013,85000,225000
2894,/clasificados/usados/audi/a4/20l-t-trendy-plus-multitronic/17695315,audi,a4,2.0l t trendy plus multitronic,2013,115000,225000
2895,/clasificados/usados/mazda/cx-5/20l-i-grand-touring/17688310,mazda,cx-5,2.0l i grand touring,2013,90000,225000
2896,/clasificados/usados/volkswagen/tiguan/track--fun-4motion-piel/17721475,volkswagen,tiguan,track & fun 4motion piel,2013,39000,227500
2897,/clasificados/usados/jeep/grand-cherokee/laredo-4x2-36l-v6/17698727,jeep,grand cherokee,laredo 4x2 3.6l v6,2012,75000,228500
2898,/clasificados/usados/jeep/grand-cherokee/5p-limited-4x2-v6-aut/17870345,jeep,grand cherokee,5p limited 4x2 v6 aut,2012,80984,229000
2899,/clasificados/usados/jeep/grand-cherokee/laredo-4x2-36l-v6-lujo/17731264,jeep,grand cherokee,laredo 4x2 3.6l v6 lujo,2013,48000,229000
2900,/clasificados/usados/ford/edge/limited/17729169,ford,edge,limited,2013,103380,229000
2901,/clasificados/usados/toyota/highlander/sport-premium/17691308,toyota,highlander,sport premium,2012,73000,229000
2902,/clasificados/usados/toyota/rav4/xle-4wd/17690424,toyota,rav4,xle 4wd,2013,55000,229000
2903,/clasificados/usados/mercedes-benz/clase-c/250-cgi-sport-aut/17715278,mercedes benz,clase c,250 cgi sport aut,2013,94330,229500
2904,/clasificados/usados/nissan/murano/5p-exclusive-v635-aut-awd/17868462,nissan,murano,5p exclusive v6/3.5 aut awd,2012,104445,229900
2905,/clasificados/usados/mercedes-benz/clase-c/4p-c-200-cgi-exclusive-aut/17878741,mercedes benz,clase c,4p c 200 cgi exclusive aut,2013,67942,229900
2906,/clasificados/usados/chrysler/town-and-country/touring-36l/17783255,chrysler,town and country,touring 3.6l,2013,83000,229999
2907,/clasificados/usados/bmw/x3/25i-top/17877059,bmw,x3,2.5i top,2012,131000,230000
2908,/clasificados/usados/nissan/pathfinder/5p-exclusive-aut-v6/17879096,nissan,pathfinder,5p exclusive aut v6,2013,86056,230000
2909,/clasificados/usados/toyota/highlander/5p-limited-ta-climatronic-piel-6-cd-qc-ra-19-4x4/17826130,toyota,highlander,5p limited ta climatronic piel 6 cd qc ra-19 4x4,2013,89000,230000
2910,/clasificados/usados/mini/cooper-countryman/s-hot-chili-aut/17819217,mini,cooper countryman,s hot chili aut,2013,115673,230000
2911,/clasificados/usados/ford/edge/sel/17803652,ford,edge,sel,2013,50000,230000
2912,/clasificados/usados/chevrolet/traverse/lt-piel/17815474,chevrolet,traverse,lt piel,2013,99000,230000
2913,/clasificados/usados/lincoln/mkx/35l-4x4/17819128,lincoln,mkx,3.5l 4x4,2013,64000,230000
2914,/clasificados/usados/audi/a3/18l-attraction/17783046,audi,a3,1.8l attraction,2013,110000,230000
2915,/clasificados/usados/mercedes-benz/clase-c/200-exclusive-aut/17712000,mercedes benz,clase c,200 exclusive aut,2013,94000,230000
2916,/clasificados/usados/ford/fusion/titanium-plus/17703901,ford,fusion,titanium plus,2013,10600,230000
2917,/clasificados/usados/acura/rdx/35l/17704480,acura,rdx,3.5l,2013,83000,230000
2918,/clasificados/usados/toyota/highlander/base-premium/17695920,toyota,highlander,base premium,2012,142000,230000
2919,/clasificados/usados/ford/edge/sel/17693348,ford,edge,sel,2013,89000,230000
2920,/clasificados/usados/chevrolet/silverado-2500/4x2-doble-cabina-paq-e/17744056,chevrolet,silverado 2500,4x2 doble cabina paq e,2012,139291,233000
2921,/clasificados/usados/volkswagen/passat/28l-v6-tiptronic-piel/17696655,volkswagen,passat,2.8l v6 tiptronic piel,2013,68000,233000
2922,/clasificados/usados/jeep/grand-cherokee/laredo-4x2-36l-v6-lujo/17877334,jeep,grand cherokee,laredo 4x2 3.6l v6 lujo,2012,79000,234000
2923,/clasificados/usados/honda/cr-v/exl/17875201,honda,cr-v,exl,2013,7533,235000
2924,/clasificados/usados/jeep/grand-cherokee/limited-premium-4x2-57l-v8-navegacion/17870230,jeep,grand cherokee,limited premium 4x2 5.7l v8 navegacion,2012,152597,235000
2925,/clasificados/usados/gmc/acadia/5p-b-v636-aut/17872813,gmc,acadia,5p b v6/3.6 aut,2012,72000,235000
2926,/clasificados/usados/volkswagen/tiguan/track--fun-4motion-piel/17864759,volkswagen,tiguan,track & fun 4motion piel,2013,115000,235000
2927,/clasificados/usados/gmc/acadia/5p-c-v636-aut-7pas/17871188,gmc,acadia,5p c v6/3.6 aut 7/pas,2012,109000,235000
2928,/clasificados/usados/gmc/terrain/denali/17869206,gmc,terrain,denali,2013,100000,235000
2929,/clasificados/usados/honda/cr-v/ex-24l-(156hp)/17818214,honda,cr-v,ex 2.4l (156hp),2013,83500,235000
2930,/clasificados/usados/mercedes-benz/clase-glk/300-sport/17822571,mercedes benz,clase glk,300 sport,2012,107132,235000
2931,/clasificados/usados/nissan/pathfinder/exclusive/17821659,nissan,pathfinder,exclusive,2013,135500,235000
2932,/clasificados/usados/ford/explorer/xlt-v6/17834577,ford,explorer,xlt v6,2013,66470,235000
2933,/clasificados/usados/ford/explorer/xlt-v6/17822576,ford,explorer,xlt v6,2013,66470,235000
2934,/clasificados/usados/ford/explorer/xlt-base-piel/17771344,ford,explorer,xlt base piel,2012,50400,235000
2935,/clasificados/usados/toyota/sienna/le-35l/17833084,toyota,sienna,le 3.5l,2012,120000,235000
2936,/clasificados/usados/ford/edge/5p-limited-aut-35l-v6-piel-qc/17803825,ford,edge,5p limited aut 3.5l v6 piel q/c,2013,96023,235000
2937,/clasificados/usados/volvo/s60/kinetic-aut/17815821,volvo,s60,kinetic aut,2013,89500,235000
2938,/clasificados/usados/toyota/rav4/xle/17782595,toyota,rav4,xle,2013,75000,235000
2939,/clasificados/usados/mercedes-benz/clase-a/200-cgi-sport-aut/17738060,mercedes benz,clase a,200 cgi sport aut,2013,90000,235000
2940,/clasificados/usados/mazda/cx-5/20l-i-grand-touring/17691632,mazda,cx-5,2.0l i grand touring,2013,83000,235000
2941,/clasificados/usados/ford/edge/sel/17870720,ford,edge,sel,2013,73000,235500
2942,/clasificados/usados/ford/lobo/xlt-4x2-cabina-regular/17720280,ford,lobo,xlt 4x2 cabina regular,2013,84770,238500
2943,/clasificados/usados/nissan/pathfinder/exclusive/17877375,nissan,pathfinder,exclusive,2013,110000,239000
2944,/clasificados/usados/honda/cr-v/5p-exl-ta-aac-aut-qc-piel-6-cd-f-niebla-ra-4x/17867915,honda,cr-v,5p exl ta a/ac. aut. qc piel 6 cd f. niebla ra 4x,2013,113630,239000
2945,/clasificados/usados/volkswagen/passat/25-comfortline-tiptronic/17880191,volkswagen,passat,2.5 comfortline tiptronic,2013,65000,239000
2946,/clasificados/usados/nissan/maxima/4p-sport-cvt-35l/17746597,nissan,maxima,4p sport cvt 3.5l,2013,51725,239000
2947,/clasificados/usados/ford/edge/limited/17761549,ford,edge,limited,2013,51911,239000
2948,/clasificados/usados/honda/odyssey/exl/17799460,honda,odyssey,exl,2013,91000,239000
2949,/clasificados/usados/ford/escape/5p-se-plus-aut-piel/17750528,ford,escape,5p se plus aut piel,2013,65000,239000
2950,/clasificados/usados/honda/odyssey/lx/17710054,honda,odyssey,lx,2012,85000,239000
2951,/clasificados/usados/ford/explorer/limited-4x2-36l/17878194,ford,explorer,limited 4x2 3.6l,2013,73000,239900
2952,/clasificados/usados/honda/cr-v/ex-edicion-especial/17845465,honda,cr-v,ex edicion especial,2012,92100,240000
2953,/clasificados/usados/audi/q5/20l-t-elite/17805911,audi,q5,2.0l t elite,2012,80000,240000
2954,/clasificados/usados/toyota/sienna/35-le-at/17691654,toyota,sienna,3.5 le at,2012,80000,240000
2955,/clasificados/usados/audi/a1/s--line-plus/17702430,audi,a1,s- line plus,2013,40000,240000
2956,/clasificados/usados/lincoln/mkx/37l-4x2-navegacion/17704988,lincoln,mkx,3.7l 4x2 navegacion,2012,33000,240000
2957,/clasificados/usados/dodge/journey/r-t-36l-nav-dvd/17703910,dodge,journey,r-t 3.6l nav dvd,2013,26500,240000
2958,/clasificados/usados/honda/odyssey/exl/17700920,honda,odyssey,exl,2012,68000,240000
2959,/clasificados/usados/mini/cooper-countryman/s-chili-aut/17701599,mini,cooper countryman,s chili aut,2013,74313,240000
2960,/clasificados/usados/mitsubishi/montero/limited/17650821,mitsubishi,montero,limited,2013,65000,243000
2961,/clasificados/usados/toyota/sienna/5p-xle-aut/17750461,toyota,sienna,5p xle aut,2012,66589,245000
2962,/clasificados/usados/chevrolet/traverse/lt/17720104,chevrolet,traverse,lt,2013,84006,245000
2963,/clasificados/usados/ford/explorer/5p-xlt-v6-4x2-tela-sync/17731545,ford,explorer,5p xlt v6 4x2 tela sync,2013,105653,245000
2964,/clasificados/usados/ford/explorer/xlt-tela/17777097,ford,explorer,xlt tela,2013,102000,245000
2965,/clasificados/usados/mazda/cx-9/i-grand-touring-awd/17730792,mazda,cx-9,i grand touring awd,2013,78000,245000
2966,/clasificados/usados/volvo/xc60/t5-addition-plus/17699043,volvo,xc60,t5 addition plus,2013,70000,245000
2967,/clasificados/usados/mercedes-benz/clase-a/200-cgi-style/17690712,mercedes benz,clase a,200 cgi style,2013,77000,245000
2968,/clasificados/usados/mercedes-benz/clase-c/200-cgi-sport/17687536,mercedes benz,clase c,200 cgi sport,2013,51000,245000
2969,/clasificados/usados/ford/edge/limited/17654283,ford,edge,limited,2013,81123,245000
2970,/clasificados/usados/ford/transit/diesel-pasajeros/17810107,ford,transit,diesel pasajeros,2013,130000,248000
2971,/clasificados/usados/nissan/murano/5p-exclusive-v6-35l-aut-awd/17876398,nissan,murano,5p exclusive v6 3.5l aut awd,2013,70860,249000
2972,/clasificados/usados/honda/odyssey/5p-touring-minivan-aut-cd-qc-dvd/17880185,honda,odyssey,5p touring minivan aut cd q/c dvd,2012,85000,249000
2973,/clasificados/usados/ford/explorer/xlt-base-v6/17833443,ford,explorer,xlt base,2013,97917,249000
2974,/clasificados/usados/bmw/x3/xdrive28ia-lujo/17862290,bmw,x3,xdrive28ia lujo,2012,70000,249000
2975,/clasificados/usados/mercedes-benz/clase-c/250-cgi-sport-aut/17730879,mercedes benz,clase c,250 cgi sport aut,2012,60429,249000
2976,/clasificados/usados/mercedes-benz/clase-c/200-aut/17733500,mercedes benz,clase c,200 aut,2012,50000,249000
2977,/clasificados/usados/ford/explorer/xlt-v6/17696610,ford,explorer,xlt v6,2013,95065,249000
2978,/clasificados/usados/ford/edge/limited-35l-v6-piel-sunroof/17668873,ford,edge,limited 3.5l v6 piel sunroof,2013,80000,249000
2979,/clasificados/usados/audi/q5/20l-t-fsi-luxury/17633609,audi,q5,2.0l t fsi luxury,2012,52000,249000
2980,/clasificados/usados/honda/odyssey/5p-exl-minivan-aut-piel-dvd/17879063,honda,odyssey,5p exl minivan aut piel dvd,2013,109063,250000
2981,/clasificados/usados/honda/odyssey/5p-exl-minivan-aut-piel-dvd/17879082,honda,odyssey,5p exl minivan aut piel dvd,2013,103568,250000
2982,/clasificados/usados/audi/a6/28-fsi-luxury/17871485,audi,a6,2.8 fsi luxury,2012,91000,250000
2983,/clasificados/usados/lincoln/mkx/37l-4x2/17858743,lincoln,mkx,3.7l 4x2,2013,55000,250000
2984,/clasificados/usados/nissan/nv2500/40l-v6-ambulancia-toldo-alto/17821822,nissan,nv2500,4.0l v6 ambulancia toldo alto,2013,93000,250000
2985,/clasificados/usados/ford/f-150/xl-crew-cab-4x4-50l-v8/17801096,ford,f-150,xl crew cab 4x4 5.0l v8,2013,160000,250000
2986,/clasificados/usados/mercedes-benz/vito-confort/115-cdi/17810026,mercedes benz,vito confort,115 cdi,2012,350000,250000
2987,/clasificados/usados/audi/q5/20l-t-elite/17783121,audi,q5,2.0l t elite,2012,80000,250000
2988,/clasificados/usados/toyota/rav4/limited/17727614,toyota,rav4,limited,2013,39000,250000
2989,/clasificados/usados/mercedes-benz/clase-a/200-cgi-aut/17714345,mercedes benz,clase a,200 cgi aut,2013,46000,250000
2990,/clasificados/usados/acura/mdx/sh-awd/17715506,acura,mdx,sh-awd,2012,130000,250000
2991,/clasificados/usados/mazda/cx-9/grand-touring/17699269,mazda,cx-9,grand touring,2013,89050,250000
2992,/clasificados/usados/audi/a4/18-t-sport-(170hp)/17678694,audi,a4,1.8 t sport (170hp),2013,60000,250000
2993,/clasificados/usados/honda/odyssey/5p-touring-ta-aac-aut-qc-piel-cd-dvd-xenon-ra-/17876204,honda,odyssey,5p touring ta a/ac. aut. qc piel cd dvd xenon ra-,2013,142659,251000
2994,/clasificados/usados/ford/expedition/54-limited-4x2-v8-at/17735364,ford,expedition,5.4 limited 4x2 v8 at,2012,93100,253000
2995,/clasificados/usados/ford/expedition/5p-limited-aut-4x2-54l-piel-v8/17719782,ford,expedition,5p limited aut 4x2 5.4l piel v8,2012,93100,253000
2996,/clasificados/usados/infiniti/m/37-premium/17730587,infiniti,m,37 premium,2012,92640,253000
2997,/clasificados/usados/bmw/x3/xdrive28ia-top/17717529,bmw,x3,xdrive28ia top,2012,165000,253000
2998,/clasificados/usados/jeep/grand-cherokee/limited-premium-4x4-57l-v8/17848448,jeep,grand cherokee,limited premium 4x4 5.7l v8,2012,69562,255000
2999,/clasificados/usados/ford/edge/5p-limited-v635-aut/17851678,ford,edge,5p limited v6/3.5 aut,2013,77328,255000
3000,/clasificados/usados/audi/a4/4p-luxury-l420t-aut/17839441,audi,a4,4p luxury l4/2.0/t aut,2013,131688,255000
3001,/clasificados/usados/mitsubishi/montero/limited/17819525,mitsubishi,montero,limited,2013,61000,255000
3002,/clasificados/usados/gmc/yukon/denali-8-vel-awd/17788176,gmc,yukon,denali 8 vel awd,2012,56000,255000
3003,/clasificados/usados/acura/rdx/35l/17720330,acura,rdx,3.5l,2013,28000,255000
3004,/clasificados/usados/audi/q5/20l-t-fsi-elite/17702177,audi,q5,2.0l t fsi elite,2012,70000,255000
3005,/clasificados/usados/ford/explorer/xlt/17688586,ford,explorer,xlt,2013,82,255000
3006,/clasificados/usados/bmw/serie-3/320i-sport-line/17688700,bmw,serie 3,320i sport line,2013,91000,255000
3007,/clasificados/usados/honda/odyssey/5p-touring-minivan-aut-cd-qc-dvd/17877740,honda,odyssey,5p touring minivan aut cd q/c dvd,2012,101128,256000
3008,/clasificados/usados/ford/explorer/limited-4x4-36l/17715372,ford,explorer,limited 4x4 3.6l,2013,118000,256500
3009,/clasificados/usados/volkswagen/tiguan/track--fun-4motion-navegacion-piel/17821113,volkswagen,tiguan,track & fun 4motion navegacion piel,2013,98330,257000
3010,/clasificados/usados/honda/odyssey/touring/17874014,honda,odyssey,touring,2013,126000,258000
3011,/clasificados/usados/bmw/serie-5/530i-top/17864091,bmw,serie 5,530i top,2012,61875,258000
3012,/clasificados/usados/chevrolet/tahoe/5-pts-d-lt/17876397,chevrolet,tahoe,5 pts. d lt,2013,140000,259000
3013,/clasificados/usados/ford/expedition/54-limited-4x2-v8-at/17777147,ford,expedition,5.4 limited 4x2 v8 at,2012,277745,259000
3014,/clasificados/usados/chevrolet/tahoe/53-a-tela/17750504,chevrolet,tahoe,5.3 a tela,2012,65000,259000
3015,/clasificados/usados/bmw/serie-5/528ia-lujo/17693591,bmw,serie 5,528ia lujo,2012,52089,259000
3016,/clasificados/usados/bmw/serie-3/320i/17690623,bmw,serie 3,320i,2013,65000,259000
3017,/clasificados/usados/mercedes-benz/clase-c/4p-c-250-sport-l418-aut/17762411,mercedes benz,clase c,4p c 250 sport l4/1.8 aut,2012,86703,259900
3018,/clasificados/usados/ford/explorer/xlt-piel/17867827,ford,explorer,xlt piel,2013,136000,260000
3019,/clasificados/usados/toyota/sienna/5p-xle-ta-ba-bl-consola-en-toldo-ra-17/17879850,toyota,sienna,5p xle ta ba bl consola en toldo ra-17,2013,77827,260000
3020,/clasificados/usados/audi/a4/20l-t-luxury/17856097,audi,a4,2.0l t luxury,2013,56570,260000
3021,/clasificados/usados/chevrolet/camaro/lt/17861030,chevrolet,camaro,lt,2013,10000,260000
3022,/clasificados/usados/ford/explorer/limited-4x2-36l-v6/17858333,ford,explorer,limited 4x2 3.6l,2013,100000,260000
3023,/clasificados/usados/buick/enclave/5p-aut-cxl-awd/17790020,buick,enclave,5p aut cxl awd,2012,139000,260000
3024,/clasificados/usados/volkswagen/tiguan/5p-track--fun-4-motion-tiptronic-climatronic-pie/17722020,volkswagen,tiguan,5p track & fun 4 motion tiptronic climatronic pie,2013,80000,260000
3025,/clasificados/usados/buick/enclave/36l/17744384,buick,enclave,3.6l,2012,120000,260000
3026,/clasificados/usados/volkswagen/amarok/highline-4x2-tdi/17721547,volkswagen,amarok,highline 4x2 tdi,2012,120000,260000
3027,/clasificados/usados/mercedes-benz/clase-c/250-cgi-coupe-aut/17729235,mercedes benz,clase c,250 cgi coupe aut,2013,74864,260000
3028,/clasificados/usados/mercedes-benz/clase-a/250-cgi-sport-aut/17719708,mercedes benz,clase a,250 cgi sport aut,2013,85000,260000
3029,/clasificados/usados/ford/explorer/limited-4x2-40l-v6/17705572,ford,explorer,limited 4x2 4.0l,2013,120000,260000
3030,/clasificados/usados/mercedes-benz/clase-a/250-cgi-sport-aut/17696780,mercedes benz,clase a,250 cgi sport aut,2013,60000,260000
3031,/clasificados/usados/chrysler/town-and-country/limited-36l/17676640,chrysler,town and country,limited 3.6l,2013,42000,260000
3032,/clasificados/usados/honda/pilot/touring-se/17762262,honda,pilot,touring se,2013,94000,262000
3033,/clasificados/usados/jeep/grand-cherokee/5p-laredo-4x2-v6-aut-lujo/17814537,jeep,grand cherokee,5p laredo 4x2 v6 aut lujo,2013,68472,263000
3034,/clasificados/usados/lincoln/mks/4p-ecoboost-v6-35-aut/17720132,lincoln,mks,4p ecoboost v6 3.5 aut,2013,65129,264900
3035,/clasificados/usados/mercedes-benz/clase-c/250-cgi-sport-aut/17756156,mercedes benz,clase c,250 cgi sport aut,2013,51300,264900
3036,/clasificados/usados/chevrolet/traverse/lt-8-pasajeros/17827628,chevrolet,traverse,lt 8 pasajeros,2013,145000,265000
3037,/clasificados/usados/acura/mdx/5p-v637-aut-awd/17822616,acura,mdx,5p v6/3.7 aut awd,2013,93000,265000
3038,/clasificados/usados/volvo/s60/r-design-aut/17858622,volvo,s60,r design aut,2013,66000,265000
3039,/clasificados/usados/bmw/x5/48i-m-sport/17710028,bmw,x5,4.8i m sport,2013,62550,265000
3040,/clasificados/usados/bmw/x5/xdrive-35ia-premium/17811436,bmw,x5,xdrive 35ia premium,2012,110000,265000
3041,/clasificados/usados/gmc/acadia/slt-2-plus/17731889,gmc,acadia,slt 2 plus,2013,120000,265000
3042,/clasificados/usados/lincoln/mkx/5p-premier-v637-aut/17722457,lincoln,mkx,5p premier v6/3.7 aut,2013,40689,268000
3043,/clasificados/usados/audi/a6/30-elite-tiptronic-quattro/17865030,audi,a6,3.0 elite tiptronic quattro,2013,155323,269000
3044,/clasificados/usados/ford/expedition/limited-4x2/17865436,ford,expedition,limited 4x2,2013,106678,269000
3045,/clasificados/usados/lincoln/mkz/4p-mkz-high/17880513,lincoln,mkz,4p mkz high,2012,89266,269000
3046,/clasificados/usados/cadillac/ats/premium/17869237,cadillac,ats,premium,2013,73000,269000
3047,/clasificados/usados/jeep/grand-cherokee/laredo-4x2-36l-v6/17756595,jeep,grand cherokee,laredo 4x2 3.6l v6,2012,58310,269000
3048,/clasificados/usados/bmw/serie-1/3p-m135i/17799620,bmw,serie 1,3p m135i,2013,25000,269000
3049,/clasificados/usados/mercedes-benz/clase-c/250-cgi-sport-aut/17786362,mercedes benz,clase c,250 cgi sport aut,2012,70677,269900
3050,/clasificados/usados/chevrolet/cheyenne/2500-4x4-cab-ext-b/17691020,chevrolet,cheyenne,2500 4x4 cab ext b,2012,50,269900
3051,/clasificados/usados/bmw/serie-3/335i-m-sport/17863881,bmw,serie 3,335i m sport,2012,58132,270000
3052,/clasificados/usados/lincoln/mkx/fwd-at/17751739,lincoln,mkx,fwd at,2013,86002,270000
3053,/clasificados/usados/lincoln/mkx/37l-4x4/17721449,lincoln,mkx,3.7l 4x4,2013,54400,270000
3054,/clasificados/usados/audi/q5/20l-t-fsi-elite/17704815,audi,q5,2.0l t fsi elite,2012,78750,270000
3055,/clasificados/usados/audi/q5/20l-t-fsi-land-of-quattro/17706440,audi,q5,2.0l t fsi land of quattro,2012,78712,270000
3056,/clasificados/usados/volvo/xc60/20l-t-kinetic/17688627,volvo,xc60,2.0l t kinetic,2013,75000,270000
3057,/clasificados/usados/toyota/sienna/xle-35l-piel/17712306,toyota,sienna,xle 3.5l piel,2013,86000,272000
3058,/clasificados/usados/jeep/grand-cherokee/limited-4x2-36l-v6/17717617,jeep,grand cherokee,limited 4x2 3.6l v6,2012,65000,274900
3059,/clasificados/usados/bmw/serie-5/535ia-top/17879101,bmw,serie 5,535ia top,2013,84458,275000
3060,/clasificados/usados/ford/explorer/xlt-piel/17762879,ford,explorer,xlt piel,2013,77000,275000
3061,/clasificados/usados/jeep/grand-cherokee/limited-lujo-36l-4x2/17819610,jeep,grand cherokee,limited lujo 3.6l 4x2,2012,101000,275000
3062,/clasificados/usados/volvo/s60/t6-r-design-awd-aut/17726551,volvo,s60,t6 r design awd aut,2013,101000,275000
3063,/clasificados/usados/bmw/serie-1/coupe-125i-m-sport/17717934,bmw,serie 1,coupe 125i m sport,2013,90755,275000
3064,/clasificados/usados/audi/a5/20t-luxury-multitronic-(211hp)/17716192,audi,a5,2.0t luxury multitronic (211hp),2013,59000,275000
3065,/clasificados/usados/bmw/x3/xdrive28ia-top/17703789,bmw,x3,xdrive28ia top,2012,88000,275000
3066,/clasificados/usados/mercedes-benz/clase-cla/200-cgi-sport/17699935,mercedes benz,clase cla,200 cgi sport,2013,72000,275000
3067,/clasificados/usados/gmc/terrain/slt-v6-30l/17688541,gmc,terrain,slt v6 3.0l,2012,30123,275000
3068,/clasificados/usados/toyota/sienna/5p-le-aut-aa-ee/17877832,toyota,sienna,5p le aut a/a ee,2013,130460,279000
3069,/clasificados/usados/volkswagen/touareg/36l-v6/17814526,volkswagen,touareg,3.6l v6,2013,71092,279000
3070,/clasificados/usados/bmw/x3/xdrive28ia/17878050,bmw,x3,xdrive28ia,2013,61398,279900
3071,/clasificados/usados/volkswagen/touareg/30l-v6-tdi/17875045,volkswagen,touareg,3.0l v6 tdi,2012,149000,280000
3072,/clasificados/usados/volkswagen/touareg/36l-v6-fsi-navegacion/17809916,volkswagen,touareg,3.6l v6 fsi navegacion,2012,95000,280000
3073,/clasificados/usados/ford/explorer/xlt-v6/17762478,ford,explorer,xlt v6,2013,103144,280000
3074,/clasificados/usados/jeep/grand-cherokee/laredo-4x2-36l-v6/17787803,jeep,grand cherokee,laredo 4x2 3.6l v6,2013,81000,280000
3075,/clasificados/usados/chevrolet/camaro/lt/17700104,chevrolet,camaro,lt,2013,104000,280000
3076,/clasificados/usados/bmw/serie-1/coupe-125ia/17696896,bmw,serie 1,coupe 125ia,2012,79000,280000
3077,/clasificados/usados/chevrolet/traverse/lt-8-pasajeros/17695052,chevrolet,traverse,lt 8 pasajeros,2013,128680,280000
3078,/clasificados/usados/mercedes-benz/clase-glk/300-off-road-sport/17693694,mercedes benz,clase glk,300 off road sport,2012,112450,280000
3079,/clasificados/usados/audi/q5/20l-t-elite/17663841,audi,q5,2.0l t elite,2013,74000,280000
3080,/clasificados/usados/audi/a6/28-fsi-luxury/17634709,audi,a6,2.8 fsi luxury,2012,86093,280000
3081,/clasificados/usados/toyota/sienna/xle-33l-piel/17867734,toyota,sienna,xle 3.3l piel,2013,140000,285000
3082,/clasificados/usados/bmw/serie-3/320i/17761105,bmw,serie 3,320i,2013,90000,285000
3083,/clasificados/usados/jeep/grand-cherokee/limited-premium-4x4-57l-v8-navegacion/17700433,jeep,grand cherokee,limited premium 4x4 5.7l v8 navegacion,2012,68000,285000
3084,/clasificados/usados/audi/q5/20l-t-fsi-luxury/17687449,audi,q5,2.0l t fsi luxury,2012,73000,285000
3085,/clasificados/usados/audi/a6/4p-elite-v6-30sc-s-tronic-gps-ra-17-quattro/17871116,audi,a6,4p elite v6 3.0sc s tronic gps ra-17 quattro,2012,88739,288900
3086,/clasificados/usados/chevrolet/suburban/paq-d-4x4/17865002,chevrolet,suburban,paq d 4x4,2012,89000,289000
3087,/clasificados/usados/bmw/serie-5/530i-top/17832302,bmw,serie 5,530i top,2013,66133,289000
3088,/clasificados/usados/chevrolet/camaro/camaro-lt-coupe-36l-v6-ta/17750469,chevrolet,camaro,camaro lt coupe 3.6l v6 ta,2013,85000,289000
3089,/clasificados/usados/gmc/acadia/slt/17693416,gmc,acadia,slt,2013,60000,289000
3090,/clasificados/usados/audi/a6/28-fsi-elite/17718845,audi,a6,2.8 fsi elite,2012,68152,289900
3091,/clasificados/usados/bmw/x1/sdrive-20ia/17870197,bmw,x1,sdrive 20ia,2012,38709,290000
3092,/clasificados/usados/land-rover/lr4/hse/17746538,land rover,lr4,hse,2012,70000,290000
3093,/clasificados/usados/ford/explorer/limited/17722096,ford,explorer,limited,2013,90000,290000
3094,/clasificados/usados/volvo/xc60/20l-t-addition/17755330,volvo,xc60,2.0l t addition,2013,90000,290000
3095,/clasificados/usados/chevrolet/traverse/lt-piel/17706909,chevrolet,traverse,lt piel,2013,105000,290000
3096,/clasificados/usados/ford/f-350/xlt-54l-super-duty/17690665,ford,f-350,xlt 5.4l super duty,2012,30000,290000
3097,/clasificados/usados/bmw/serie-3/328ia-sport-line/17691248,bmw,serie 3,328ia sport line,2013,81000,293000
3098,/clasificados/usados/ford/explorer/5p-xlt-v635-aut-piel/17820010,ford,explorer,5p xlt v6/3.5 aut piel,2013,88282,293900
3099,/clasificados/usados/mercedes-benz/clase-e/350-cgi-avantgarde/17869952,mercedes benz,clase e,350 cgi avantgarde,2013,85000,295000
3100,/clasificados/usados/ford/edge/sel/17822051,ford,edge,sel,2013,83303,295000
3101,/clasificados/usados/chevrolet/avalanche/4x4-lt/17806625,chevrolet,avalanche,4x4 lt,2013,107000,295000
3102,/clasificados/usados/ford/f-450/ktp-xl-68l-aut/17720272,ford,f-450,ktp xl 6.8l aut,2012,170000,295000
3103,/clasificados/usados/jeep/grand-cherokee/limited-lujo-36l-4x2/17710727,jeep,grand cherokee,limited lujo 3.6l 4x2,2013,84880,295000
3104,/clasificados/usados/toyota/sienna/xle-35l-piel/17735407,toyota,sienna,xle 3.5l piel,2012,40000,295000
3105,/clasificados/usados/ford/explorer/35-limited-v6-4x2-at/17752601,ford,explorer,3.5 limited v6 4x2 at,2012,65000,298000
